Loại hình nhà ở,Diện tích,Mặt tiền,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Hướng nhà,Hướng ban công,Đường vào,Ngày đăng,Ngày hết hạn,Loại tin,Địa chỉ
Chung cư,70 m²,,"2,4 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,Đông - Nam,,,10/10/2023,09/11/2023,Tin thường,"Dự án Him Lam Phú An, Đường Thủy Lợi, Phường Phước Long A, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,2 tỷ,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,Tây - Bắc,,24/10/2023,03/11/2023,Tin thường,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"2,25 tỷ",,2 phòng,2 phòng,Đã có sổ,Nội thất cơ bản,Đông - Nam,Đông - Nam,,25/10/2023,04/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,74 m²,,Thỏa thuận,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,74 m²,,"3,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,43 m²,,"1,85 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,Tây - Nam,Đông - Bắc,,29/10/2023,08/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,2 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,66 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,23/10/2023,02/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,86 m²,,"2,7 tỷ",,3 phòng,2 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,40 m²,,900 triệu,,1 phòng,1 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Ehome S, Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,40 m²,,"1,37 tỷ",,1 phòng,1 phòng,,Full nội thất,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Ehome S, Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,"2,39 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,47 m²,,"1,6 tỷ",,1 phòng,1 phòng,,Hoàn thiện cơ bản,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,82 m²,,Thỏa thuận,,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,29/10/2023,08/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,54 m²,,"2,45 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,,,,,29/10/2023,08/11/2023,Tin thường,"Centum Wealth, số 2A, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,87 m²,,3 tỷ,,3 phòng,2 phòng,Hợp đồng mua bán,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Centum Wealth, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,"161,2 m²",,"6,8 tỷ",,3 phòng,,,"Bàn giao hoàn thiện, thiết bị vệ sinh, bếp từ, sàn gỗ.",,,,23/10/2023,07/11/2023,Tin thường,"Dự án TDH Hiệp Phú, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,51 m²,,"1,89 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,"1,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Nam,Bắc,,24/10/2023,03/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"2,88 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Tây - Bắc,Đông - Nam,,28/10/2023,07/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"2,3 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Nam,Bắc,,29/10/2023,08/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,66 m²,,2 tỷ,,2 phòng,2 phòng,,,,,,29/10/2023,08/11/2023,Tin thường,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,58 m²,,2 tỷ,,2 phòng,2 phòng,Hợp đồng mua bán,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,58 m²,,"1,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,29/10/2023,08/11/2023,Tin thường,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,Thỏa thuận,,2 phòng,2 phòng,,Full.,Tây - Bắc,Đông - Nam,,29/10/2023,08/11/2023,Tin thường,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,100 m²,,"5,3 tỷ",,,,,,,,,29/10/2023,13/11/2023,Tin thường,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"67,58 m²",,"2,75 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Nhà có nội thất.,Tây - Bắc,Đông - Nam,,28/10/2023,27/11/2023,Tin thường,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,"67,58 m²",,"2,65 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Có tủ lạnh, máy giặt, tủ quần áo.",,,,28/10/2023,27/11/2023,Tin thường,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,"69,3 m²",,"2,95 tỷ",,2 phòng,2 phòng,,,,,,28/10/2023,12/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,80 m²,,"3,9 tỷ",,3 phòng,,,,,,,28/10/2023,12/11/2023,Tin thường,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,64 m²,,"1,93 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,48 m²,,Thỏa thuận,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,75 m²,,"3,05 tỷ",,2 phòng,2 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,"81,5 m²",,"2,75 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,28/10/2023,12/11/2023,Tin thường,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"46,5 m²",,"1,7 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,28/10/2023,12/11/2023,Tin thường,"Dự án The Rainbow - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,"3,02 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,28/10/2023,12/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,52 m²,,"1,6 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Bắc,Đông - Nam,,28/10/2023,27/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,46 m²,,"1,85 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Không nội thất,Tây - Bắc,Đông - Nam,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"46,7 m²",,"1,35 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,,,,,28/10/2023,27/11/2023,Tin thường,"Phường Phước Bình, Quận 9, Hồ Chí Minh"
Chung cư,72 m²,,"2,08 tỷ",,2 phòng,,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án TDH - Phước Long, Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh."
Chung cư,50 m²,,60 triệu/m²,,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,,,28/10/2023,07/11/2023,Tin thường,"Elysian, 170, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
Chung cư,82 m²,,"3,2 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"63,4 m²",,"2,95 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam,Bắc,,28/10/2023,07/11/2023,Tin thường,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh"
Chung cư,90 m²,,"3,3 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,40 m²,,990 triệu,,1 phòng,1 phòng,Hợp đồng mua bán,,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Ehome S, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,40 m²,,"1,35 tỷ",,2 phòng,1 phòng,Đang chờ sổ,Full.,,,,26/10/2023,05/11/2023,Tin thường,"Dự án Ehome S, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,"2,88 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán.,Hoàn thiện cơ bản.,Tây - Bắc,Đông - Nam,,28/10/2023,12/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,74 m²,,"2,1 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,40 m²,,"1,35 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Ehome S, Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,75 m²,,"2,15 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Sky 9, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,57 m²,,"1,65 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Căn hộ Ricca Quận 9, Đường Gò Cát, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,"73,98 m²",,"3,75 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Đông - Bắc,,,28/10/2023,07/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,32 m²,,"1,36 tỷ",,1 phòng,1 phòng,Hợp đồng mua bán,Cơ bản,Tây - Nam,Tây - Nam,,28/10/2023,07/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,"2,3 tỷ",,2 phòng,2 phòng,Sổ hồng,Dính tường,,,,28/10/2023,07/11/2023,Tin thường,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,76 m²,,3 tỷ,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,92 m²,,"3,95 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Đông - Nam,,28/10/2023,07/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,"70,4 m²",,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Bắc,,28/10/2023,07/11/2023,Tin thường,"Dự án The Art Gia Hòa, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,"2,55 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Tây - Nam,Đông - Bắc,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,85 m²,,"3,2 tỷ",,3 phòng,3 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,7 tỷ",,2 phòng,2 phòng,,,Bắc,,,28/10/2023,07/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,"78,9 m²",,"4,75 tỷ",,2 phòng,2 phòng,,Cơ bản,Tây - Nam,,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,76 m²,,"3,1 tỷ",,2 phòng,2 phòng,,,,,,28/10/2023,07/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,"2,6 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,25/10/2023,04/11/2023,Tin thường,"Dự án Centum Wealth, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,"2,8 tỷ",,2 phòng,2 phòng,,Đầy đủ,Đông - Bắc,,,28/10/2023,07/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,80 m²,,"3,95 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,Đông - Nam,,28/10/2023,07/11/2023,Tin thường,"Dự án The Beverly - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"4,1 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Đông - Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,72 m²,,"3,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,"2,9 tỷ",,,,,,,,,27/10/2023,11/11/2023,Tin thường,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,"4,2 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,50 m²,,"2,7 tỷ",,,,Sổ đỏ/ Sổ hồng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"2,1 tỷ",,2 phòng,2 phòng,,Cơ bản,,,,27/10/2023,06/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,55 m²,,"1,8 tỷ",,2 phòng,1 phòng,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Flora Anh Đào, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,64 m²,,Thỏa thuận,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,6 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,68 m²,,"2,5 tỷ",,2 phòng,2 phòng,,,,,,24/10/2023,03/11/2023,Tin thường,"Dự án Centum Wealth, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,51 m²,,"1,83 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Bắc,Đông - Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,57 m²,,"1,75 tỷ",,2 phòng,1 phòng,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,90 m²,,"2,5 tỷ",,3 phòng,2 phòng,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,65 m²,,"1,9 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán,,,,,27/10/2023,06/11/2023,Tin thường,"Sài Gòn Gateway, 702, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,47 m²,,"1,95 tỷ",,1 phòng,,Đang chờ sổ,,,,,27/10/2023,06/11/2023,Tin thường,"The Origami, 88, Đường Phước Thiện, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,50 m²,,60 triệu/m²,,1 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,Đông - Nam,,27/10/2023,06/11/2023,Tin thường,"Elysian, 170, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh"
Chung cư,"47,5 m²",,"1,9 tỷ",,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,81 m²,,"3,1 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,55 m²,,"1,83 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,54 m²,,2 tỷ,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Kikyo Residence, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh."
Chung cư,59 m²,,2 tỷ,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,Tây - Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,67 m²,,"2,5 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,,,,27/10/2023,11/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,75 m²,,"3,08 tỷ",,2 phòng,2 phòng,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"2,03 tỷ",,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,69 m²,,"2,8 tỷ",,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,74 m²,,"3,95 tỷ",,2 phòng,,,,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,87 m²,,"3,28 tỷ",,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh."
Chung cư,60 m²,,"1,38 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,Không nội thất,Đông - Nam,,,27/10/2023,11/11/2023,Tin thường,"Dự án Topaz Home 2, Đường 154, Phường Tân Phú, Quận 9, Hồ Chí Minh"
Chung cư,70 m²,,Thỏa thuận,,3 phòng,2 phòng,Hợp đồng mua bán,Không nội thất,,,,27/10/2023,11/11/2023,Tin thường,"Dự án Topaz Home 2, Đường 154, Phường Tân Phú, Quận 9, Hồ Chí Minh"
Chung cư,54 m²,,"1,9 tỷ",,2 phòng,1 phòng,Hợp đồng mua bán,,,,,24/10/2023,03/11/2023,Tin thường,"Centum Wealth, số 2A, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,61 m²,,"2,09 tỷ",,2 phòng,2 phòng,,,Bắc,Nam,,27/10/2023,06/11/2023,Tin thường,"Dự án Thủ Thiêm Garden, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh"
Chung cư,"70,7 m²",,"2,71 tỷ",,3 phòng,2 phòng,Hợp đồng mua bán,,Đông - Bắc,Tây - Nam,,24/10/2023,03/11/2023,Tin thường,"Dự án Centum Wealth, Đường Phan Chu Trinh, Phường Hiệp Phú, Quận 9, Hồ Chí Minh"
Chung cư,"66,5 m²",,"2,39 tỷ",,2 phòng,2 phòng,Hợp đồng mua bán.,Cơ bản.,Đông - Nam,Tây - Bắc,,27/10/2023,06/11/2023,Tin thường,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
Chung cư,59 m²,,"2,35 tỷ",,2 phòng,,,Cơ bản,,,,27/10/2023,06/11/2023,Tin thường,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh"
Chung cư,60 m²,,"2,6 tỷ",,2 phòng,,,,,,,27/10/2023,11/11/2023,Tin thường,"Dự án The Beverly Solari - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh."
